ticket_id,created_date,created_hour,created_weekday,classroom,room_attributed,av_configuration,category,subcategory,is_display_signal,is_repeat_14d,status,resolution_hours,resolution_band,requester,assigned_technician
INC0200484,2025-04-30,17,Wednesday,WIE-148,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,0.8,Under 1 hour,Student9926586,R. Calloway
INC0200488,2025-05-01,17,Thursday,WIE-455,Yes,NVX early rollout (2021),AV Technical Support,Control system / touch panel,No,No,Resolved,0.13,Under 1 hour,Faculty3240656,A. Okafor
INC0200503,2025-05-01,18,Thursday,WIE-355,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,No,Resolved,1599.32,Over a week,Faculty9157403,R. Calloway
INC0200373,2025-05-02,10,Friday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,7.95,Same day (1-24h),Faculty1920212,M. Reyes
INC0200489,2025-05-03,8,Saturday,WIE-110,Yes,NVX standard (2023),Consultation,AV consultation / training,No,No,Resolved,61.8,Within a week,Student8427212,D. Lindqvist
INC0200649,2025-05-03,12,Saturday,WIE-105,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,Yes,Resolved,343.75,Over a week,Student8708440,S. Patel
INC0200056,2025-05-03,12,Saturday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,No,Resolved,3.42,Same day (1-24h),Staff3904472,T. Nakamura
INC0200467,2025-05-04,8,Sunday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,8.03,Same day (1-24h),Faculty4325348,A. Okafor
INC0200428,2025-05-04,8,Sunday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,11.27,Same day (1-24h),Student9884361,A. Okafor
INC0200187,2025-05-05,11,Monday,Unattributed,No,Unattributed,Lecture Capture,Capture scheduling / setup,No,No,Resolved,23.88,Same day (1-24h),Faculty8714545,R. Calloway
INC0200016,2025-05-05,14,Monday,WIE-251,Yes,Legacy matrix (2017),Setup & Configuration,Event / class AV setup,No,No,Resolved,38.4,Within a week,Student4451267,A. Okafor
INC0200190,2025-05-05,16,Monday,WIE-355,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,51.8,Within a week,Staff3184122,A. Okafor
INC0200121,2025-05-06,11,Tuesday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,2.87,Same day (1-24h),Faculty2036047,D. Lindqvist
INC0200191,2025-05-06,14,Tuesday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,23.57,Same day (1-24h),Staff2237181,E. Marsh
INC0200399,2025-05-07,8,Wednesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,4.83,Same day (1-24h),Faculty4644056,A. Okafor
INC0200283,2025-05-07,16,Wednesday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,No,Resolved,15.78,Same day (1-24h),Student1463328,A. Okafor
INC0200359,2025-05-08,16,Thursday,WIE-205,Yes,NVX standard (2023),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,2195.62,Over a week,Faculty8156366,T. Nakamura
INC0200514,2025-05-09,9,Friday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,517.13,Over a week,Faculty2945106,T. Nakamura
INC0200214,2025-05-09,17,Friday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,302.35,Over a week,Faculty9693294,E. Marsh
INC0200426,2025-05-10,9,Saturday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,Yes,Resolved,2.45,Same day (1-24h),Faculty4461181,A. Okafor
INC0200690,2025-05-10,9,Saturday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,2.95,Same day (1-24h),Staff1907180,J. Whitfield
INC0200429,2025-05-10,12,Saturday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,14.08,Same day (1-24h),Staff845595,D. Lindqvist
INC0200400,2025-05-10,12,Saturday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.3,Under 1 hour,Staff3238178,E. Marsh
INC0200284,2025-05-10,15,Saturday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,0.87,Under 1 hour,Staff675130,R. Calloway
INC0200215,2025-05-11,8,Sunday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.55,Under 1 hour,Faculty6353419,M. Reyes
INC0200050,2025-05-13,8,Tuesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,1.87,Same day (1-24h),Staff1958059,D. Lindqvist
INC0200435,2025-05-14,15,Wednesday,WIE-312,Yes,Legacy matrix (2017),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,15.83,Same day (1-24h),Student3563472,L. Ferreira
INC0200001,2025-05-16,10,Friday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,1.55,Same day (1-24h),Staff9295494,A. Okafor
INC0200629,2025-05-16,14,Friday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,Yes,Resolved,0.83,Under 1 hour,Staff3810086,D. Lindqvist
INC0200002,2025-05-18,18,Sunday,Unattributed,No,Unattributed,AV Technical Support,Control system / touch panel,No,No,Resolved,0.43,Under 1 hour,Student1619263,T. Nakamura
INC0200285,2025-05-18,20,Sunday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,9.65,Same day (1-24h),Student9780447,S. Patel
INC0200691,2025-05-19,20,Monday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,1341.28,Over a week,Student9158271,D. Lindqvist
INC0200087,2025-05-20,12,Tuesday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,73.42,Within a week,Faculty8552445,M. Reyes
INC0200732,2025-05-21,7,Wednesday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.9,Under 1 hour,Student1144267,A. Okafor
INC0200269,2025-05-21,8,Wednesday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,65.7,Within a week,Faculty6644060,D. Lindqvist
INC0200642,2025-05-22,12,Thursday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.23,Under 1 hour,Staff2635111,R. Calloway
INC0200051,2025-05-23,15,Friday,Unattributed,No,Unattributed,Setup & Configuration,Event / class AV setup,No,No,Resolved,511.3,Over a week,Student4626106,T. Nakamura
INC0200003,2025-05-24,11,Saturday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Control system / touch panel,No,No,Resolved,5.93,Same day (1-24h),Staff6025254,J. Whitfield
INC0200506,2025-05-24,13,Saturday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,2.18,Same day (1-24h),Student7342448,A. Okafor
INC0200058,2025-05-25,21,Sunday,WIE-110,Yes,NVX standard (2023),Consultation,AV consultation / training,No,No,Open,,Open,Staff4789613,M. Reyes
INC0200688,2025-05-26,10,Monday,WIE-110,Yes,NVX standard (2023),Lecture Capture,Capture scheduling / setup,No,No,Resolved,85.55,Within a week,Faculty5794549,E. Marsh
INC0200304,2025-05-27,10,Tuesday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,8.5,Same day (1-24h),Faculty6114112,M. Reyes
INC0200114,2025-05-27,11,Tuesday,WIE-343,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,No,Resolved,418.58,Over a week,Faculty9495237,S. Patel
INC0200621,2025-05-27,11,Tuesday,Unattributed,No,Unattributed,AV Technical Support,Podium PC / login,No,No,Resolved,1.52,Same day (1-24h),Staff6226523,M. Reyes
INC0200331,2025-05-27,13,Tuesday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,4.67,Same day (1-24h),Student682405,A. Okafor
INC0200242,2025-05-27,16,Tuesday,WIE-148,Yes,NVX standard (2023),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,229.5,Over a week,Staff1606454,M. Reyes
INC0200306,2025-05-27,16,Tuesday,WIE-412,Yes,NVX standard (2023),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,13.08,Same day (1-24h),Faculty9968618,M. Reyes
INC0200004,2025-05-28,11,Wednesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Control system / touch panel,No,Yes,Resolved,0.45,Under 1 hour,Faculty6077222,M. Reyes
INC0200211,2025-05-28,13,Wednesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.42,Under 1 hour,Student1145093,M. Reyes
INC0200561,2025-05-29,14,Thursday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,No,Resolved,4.97,Same day (1-24h),Faculty4146585,A. Okafor
INC0200040,2025-05-29,14,Thursday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Capture scheduling / setup,No,No,Resolved,28.15,Within a week,Faculty2076215,D. Lindqvist
INC0200286,2025-05-30,11,Friday,WIE-105,Yes,NVX standard (2023),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,28.58,Within a week,Faculty7787295,M. Reyes
INC0200325,2025-05-30,16,Friday,WIE-246,Yes,NVX early rollout (2021),Lecture Capture,Recording failed / not captured,No,No,Resolved,290.93,Over a week,Faculty8269379,M. Reyes
INC0200622,2025-05-31,17,Saturday,WIE-318,Yes,NVX standard (2023),AV Technical Support,Podium PC / login,No,No,Resolved,5.18,Same day (1-24h),Student3808611,A. Okafor
INC0200515,2025-06-01,16,Sunday,Unattributed,No,Unattributed,Webconferencing,Zoom/Teams AV routing,No,No,Resolved,8.93,Same day (1-24h),Student7983164,M. Reyes
INC0200088,2025-06-02,11,Monday,WIE-537,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,No,Resolved,123.82,Within a week,Faculty5827196,A. Okafor
INC0200733,2025-06-02,18,Monday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,5.02,Same day (1-24h),Staff5718442,M. Reyes
INC0200643,2025-06-03,17,Tuesday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,1.53,Same day (1-24h),Faculty1797188,T. Nakamura
INC0200307,2025-06-04,14,Wednesday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,0.15,Under 1 hour,Student8369512,D. Lindqvist
INC0200133,2025-06-05,9,Thursday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,No,Resolved,0.97,Under 1 hour,Faculty5226167,D. Lindqvist
INC0200562,2025-06-05,11,Thursday,Unattributed,No,Unattributed,Lecture Capture,Capture scheduling / setup,No,No,Resolved,99.4,Within a week,Faculty1687237,E. Marsh
INC0200047,2025-06-06,11,Friday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,Yes,Resolved,1.2,Same day (1-24h),Faculty2970648,M. Reyes
INC0200332,2025-06-07,18,Saturday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,22.78,Same day (1-24h),Staff5269252,A. Okafor
INC0200134,2025-06-09,8,Monday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,Yes,Resolved,12.17,Same day (1-24h),Faculty5504110,D. Lindqvist
INC0200305,2025-06-09,9,Monday,WIE-544,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,0.03,Under 1 hour,Faculty8005608,T. Nakamura
INC0200308,2025-06-09,12,Monday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,7.77,Same day (1-24h),Faculty8321064,J. Whitfield
INC0200504,2025-06-09,12,Monday,WIE-142,Yes,Legacy matrix (2017),Webconferencing,Camera / PTZ,No,No,Resolved,85.52,Within a week,Faculty275313,A. Okafor
INC0200541,2025-06-09,16,Monday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,12.78,Same day (1-24h),Staff2133597,T. Nakamura
INC0200164,2025-06-10,7,Tuesday,WIE-355,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,No,Open,,Open,Faculty3570169,R. Calloway
INC0200485,2025-06-10,8,Tuesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,Yes,Resolved,5.37,Same day (1-24h),Faculty5531197,T. Nakamura
INC0200147,2025-06-10,11,Tuesday,WIE-110,Yes,NVX standard (2023),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,33.1,Within a week,Faculty8144269,T. Nakamura
INC0200674,2025-06-10,17,Tuesday,WIE-110,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,9.68,Same day (1-24h),Faculty1352458,M. Reyes
INC0200186,2025-06-11,8,Wednesday,Unattributed,No,Unattributed,Setup & Configuration,Event / class AV setup,No,No,Resolved,802.7,Over a week,Faculty3166292,A. Okafor
INC0200575,2025-06-11,9,Wednesday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,1.73,Same day (1-24h),Staff3775104,D. Lindqvist
INC0200031,2025-06-11,13,Wednesday,Unattributed,No,Unattributed,AV Technical Support,Podium PC / login,No,No,Resolved,0.12,Under 1 hour,Staff196327,A. Okafor
INC0200505,2025-06-12,15,Thursday,Unattributed,No,Unattributed,Webconferencing,Camera / PTZ,No,No,Resolved,58.37,Within a week,Staff7271553,T. Nakamura
INC0200563,2025-06-14,17,Saturday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Capture scheduling / setup,No,No,Resolved,5.37,Same day (1-24h),Staff4621293,M. Reyes
INC0200225,2025-06-17,9,Tuesday,WIE-246,Yes,NVX early rollout (2021),Lecture Capture,Recording failed / not captured,No,No,Resolved,508.47,Over a week,Student2271133,K. Duval
INC0200626,2025-06-17,17,Tuesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,No,Resolved,1.85,Same day (1-24h),Faculty6057111,D. Lindqvist
INC0200486,2025-06-17,18,Tuesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,Yes,Resolved,1.45,Same day (1-24h),Faculty5996538,A. Okafor
INC0200039,2025-06-17,18,Tuesday,WIE-251,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,8.25,Same day (1-24h),Student8141410,R. Calloway
INC0200441,2025-06-17,19,Tuesday,WIE-312,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,155.0,Within a week,Staff195442,A. Okafor
INC0200576,2025-06-18,10,Wednesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,44.67,Within a week,Student2878093,A. Okafor
INC0200209,2025-06-18,17,Wednesday,Unattributed,No,Unattributed,AV Technical Support,Podium PC / login,No,No,Resolved,1.68,Same day (1-24h),Staff3726630,J. Whitfield
INC0200135,2025-06-18,19,Wednesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,Yes,Resolved,2.77,Same day (1-24h),Faculty5870623,J. Whitfield
INC0200102,2025-06-19,19,Thursday,WIE-355,Yes,Legacy matrix (2017),Webconferencing,Camera / PTZ,No,No,Resolved,1297.12,Over a week,Faculty1630511,M. Reyes
INC0200487,2025-06-21,16,Saturday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,Yes,Resolved,6.5,Same day (1-24h),Faculty443211,M. Reyes
INC0200593,2025-06-23,9,Monday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,1.35,Same day (1-24h),Faculty8099096,J. Whitfield
INC0200637,2025-06-23,17,Monday,WIE-105,Yes,NVX standard (2023),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.6,Under 1 hour,Student9688169,M. Reyes
INC0200096,2025-06-23,22,Monday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,2488.37,Over a week,Faculty2721441,S. Patel
INC0200684,2025-06-24,9,Tuesday,WIE-246,Yes,NVX early rollout (2021),AV Technical Support,Audio / microphone,No,No,Resolved,14.22,Same day (1-24h),Student728582,A. Okafor
INC0200640,2025-06-24,13,Tuesday,WIE-205,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,No,Resolved,83.0,Within a week,Staff4075259,D. Lindqvist
INC0200638,2025-06-24,19,Tuesday,WIE-105,Yes,NVX standard (2023),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,8.37,Same day (1-24h),Staff4380315,A. Okafor
INC0200493,2025-06-25,9,Wednesday,WIE-343,Yes,Legacy matrix (2017),Lecture Capture,Capture scheduling / setup,No,No,Resolved,726.77,Over a week,Faculty9046287,D. Lindqvist
INC0200594,2025-06-28,12,Saturday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,94.58,Within a week,Faculty6869288,R. Calloway
INC0200172,2025-06-30,15,Monday,Unattributed,No,Unattributed,Lecture Capture,Capture scheduling / setup,No,No,Resolved,164.4,Within a week,Faculty8400662,D. Lindqvist
INC0200148,2025-06-30,19,Monday,WIE-343,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,9.1,Same day (1-24h),Student4873170,D. Lindqvist
INC0200641,2025-07-03,18,Thursday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,34.32,Within a week,Student7640640,A. Okafor
INC0200685,2025-07-06,13,Sunday,WIE-246,Yes,NVX early rollout (2021),AV Technical Support,Audio / microphone,No,Yes,Resolved,7.27,Same day (1-24h),Student230046,D. Lindqvist
INC0200525,2025-07-08,18,Tuesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,No,Resolved,2312.98,Over a week,Faculty150653,T. Nakamura
INC0200617,2025-07-10,16,Thursday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Capture scheduling / setup,No,No,Resolved,56.82,Within a week,Faculty6417444,A. Okafor
INC0200149,2025-07-13,12,Sunday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,462.12,Over a week,Staff1311662,D. Lindqvist
INC0200517,2025-07-17,14,Thursday,Unattributed,No,Unattributed,AV Technical Support,Control system / touch panel,No,No,Resolved,0.18,Under 1 hour,Faculty6231439,M. Reyes
INC0200220,2025-07-17,15,Thursday,WIE-246,Yes,NVX early rollout (2021),Equipment Maintenance & Repair,Cabling / connectors,No,No,Open,,Open,Staff2124376,D. Lindqvist
INC0200126,2025-07-18,15,Friday,Unattributed,No,Unattributed,Setup & Configuration,Event / class AV setup,No,No,Resolved,560.45,Over a week,Faculty3748420,R. Calloway
INC0200328,2025-07-25,9,Friday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,Control system / touch panel,No,No,Resolved,104.07,Within a week,Faculty1890495,R. Calloway
INC0200248,2025-07-30,17,Wednesday,Unattributed,No,Unattributed,Setup & Configuration,Event / class AV setup,No,No,Resolved,31.18,Within a week,Faculty6213571,D. Lindqvist
INC0200619,2025-08-04,14,Monday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,No,Resolved,0.68,Under 1 hour,Faculty8742043,A. Okafor
INC0200518,2025-08-06,11,Wednesday,WIE-355,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Open,,Open,Faculty5811648,A. Okafor
INC0200347,2025-08-07,19,Thursday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,89.07,Within a week,Faculty8074127,M. Reyes
INC0200519,2025-08-08,11,Friday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.03,Under 1 hour,Staff4266550,M. Reyes
INC0200244,2025-08-11,14,Monday,WIE-441,Yes,NVX standard (2023),Consultation,AV consultation / training,No,No,Resolved,2.82,Same day (1-24h),Faculty1449276,A. Okafor
INC0200520,2025-08-19,9,Tuesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,4.72,Same day (1-24h),Faculty7029422,M. Reyes
INC0200548,2025-08-19,11,Tuesday,WIE-251,Yes,Legacy matrix (2017),Setup & Configuration,Event / class AV setup,No,No,Resolved,658.1,Over a week,Faculty8514208,S. Patel
INC0200144,2025-08-19,12,Tuesday,WIE-306,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,478.07,Over a week,Staff9188381,A. Okafor
INC0200145,2025-08-21,14,Thursday,WIE-306,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,Yes,Resolved,0.57,Under 1 hour,Faculty9267626,S. Patel
INC0200536,2025-08-22,13,Friday,WIE-544,Yes,NVX standard (2023),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,8.85,Same day (1-24h),Student986668,M. Reyes
INC0200454,2025-08-27,8,Wednesday,WIE-258,Yes,NVX early rollout (2021),Lecture Capture,Recording failed / not captured,No,No,Resolved,62.37,Within a week,Faculty5239621,S. Patel
INC0200521,2025-08-28,18,Thursday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.08,Under 1 hour,Student9481055,M. Reyes
INC0200455,2025-09-01,14,Monday,WIE-258,Yes,NVX early rollout (2021),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,19.67,Same day (1-24h),Faculty7344461,T. Nakamura
INC0200061,2025-09-02,17,Tuesday,WIE-205,Yes,NVX standard (2023),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,4.83,Same day (1-24h),Faculty1875531,M. Reyes
INC0200404,2025-09-04,14,Thursday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,7.87,Same day (1-24h),Staff4663613,J. Whitfield
INC0200108,2025-09-04,14,Thursday,WIE-258,Yes,NVX early rollout (2021),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,281.73,Over a week,Staff2046565,M. Reyes
INC0200362,2025-09-04,14,Thursday,WIE-355,Yes,Legacy matrix (2017),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,0.03,Under 1 hour,Staff3229038,A. Okafor
INC0200205,2025-09-05,14,Friday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.03,Under 1 hour,Faculty5635286,S. Patel
INC0200403,2025-09-09,21,Tuesday,WIE-318,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,2.52,Same day (1-24h),Student1823411,A. Okafor
INC0200265,2025-09-10,9,Wednesday,WIE-251,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,112.25,Within a week,Faculty9235355,S. Patel
INC0200206,2025-09-13,15,Saturday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,13.27,Same day (1-24h),Faculty6928231,A. Okafor
INC0200201,2025-09-14,16,Sunday,WIE-205,Yes,NVX standard (2023),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,552.93,Over a week,Staff7903475,D. Lindqvist
INC0200434,2025-09-16,9,Tuesday,Unattributed,No,Unattributed,Lecture Capture,Capture scheduling / setup,No,No,Resolved,356.98,Over a week,Faculty573264,D. Lindqvist
INC0200393,2025-09-16,13,Tuesday,WIE-148,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Open,,Open,Staff9620609,S. Patel
INC0200077,2025-09-17,9,Wednesday,WIE-110,Yes,NVX standard (2023),Webconferencing,Camera / PTZ,No,No,Resolved,780.33,Over a week,Faculty6660356,L. Ferreira
INC0200405,2025-09-17,17,Wednesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,1.1,Same day (1-24h),Staff2514424,A. Okafor
INC0200266,2025-09-19,13,Friday,WIE-251,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Projector lamp / image quality,No,Yes,Open,,Open,Faculty2051602,M. Reyes
INC0200207,2025-09-20,12,Saturday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,2.27,Same day (1-24h),Faculty8403061,T. Nakamura
INC0200516,2025-09-20,14,Saturday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Control system / touch panel,No,No,Open,,Open,Faculty2603511,J. Whitfield
INC0200543,2025-09-20,20,Saturday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,No,Resolved,2751.5,Over a week,Student5869276,M. Reyes
INC0200078,2025-09-22,11,Monday,Unattributed,No,Unattributed,Webconferencing,Camera / PTZ,No,No,Open,,Open,Student8455094,E. Marsh
INC0200127,2025-09-22,12,Monday,WIE-312,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,41.82,Within a week,Staff4043624,M. Reyes
INC0200339,2025-09-23,9,Tuesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.67,Under 1 hour,Student8840645,E. Marsh
INC0200724,2025-09-23,11,Tuesday,Unattributed,No,Unattributed,Webconferencing,Zoom/Teams AV routing,No,No,Resolved,0.58,Under 1 hour,Faculty1453389,S. Patel
INC0200264,2025-09-23,11,Tuesday,WIE-318,Yes,NVX standard (2023),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,13.47,Same day (1-24h),Faculty216595,M. Reyes
INC0200496,2025-09-24,19,Wednesday,WIE-142,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,13.92,Same day (1-24h),Staff5910671,A. Okafor
INC0200453,2025-09-24,19,Wednesday,WIE-306,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,4.5,Same day (1-24h),Student1240666,D. Lindqvist
INC0200076,2025-09-25,10,Thursday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,42.68,Within a week,Faculty7632338,J. Whitfield
INC0200437,2025-09-27,17,Saturday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Open,,Open,Faculty6458404,E. Marsh
INC0200559,2025-09-29,11,Monday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,12.98,Same day (1-24h),Faculty7131579,A. Okafor
INC0200048,2025-09-30,17,Tuesday,WIE-343,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,No,Resolved,2.47,Same day (1-24h),Student6661399,D. Lindqvist
INC0200086,2025-10-01,12,Wednesday,WIE-306,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,Yes,Resolved,0.03,Under 1 hour,Faculty7784259,J. Whitfield
INC0200174,2025-10-01,20,Wednesday,Unattributed,No,Unattributed,AV Technical Support,Podium PC / login,No,No,Resolved,95.85,Within a week,Student2056603,A. Okafor
